Bus, kVbase, Vpu, Vdeg, CN id
299,  20.000,  1.000000, 51.534326,347A585E-1509-479D-81F7-C75EB6E49B15
300,  20.000,  1.000000, 53.093145,44F36DF1-4644-42BB-AF53-8D91AFDF3E45
301,  20.000,  1.000000, 53.118074,E98BB3BA-3C63-4595-A6CE-40CBA748FE45
302,  20.000,  1.000000, 34.437469,4169AF9F-F9A1-417F-9DF6-4B5784F67E95
303,  20.000,  1.000000, 34.906477,C67592AE-CC52-4915-BB83-24052FADC665
304,  20.000,  1.000000, 45.798859,A58A8DD6-CCF6-4411-9355-373DC1F29A89
305,  20.000,  1.000000, 44.375254,0D8A492D-A153-4A7F-AFE4-3300F94275D6
306,  20.000,  1.000000, 45.957547,366C9F74-9FE1-47B2-A0FC-0E340F2723AC
307,  20.000,  1.000000, 46.216630,6F72324E-DCE7-41F9-AAE1-993B9A6FA21A
308,  20.000,  1.000000, 45.940492,7335F2AF-DC48-4F59-9863-65B52FEAF5E3
309,  20.000,  1.000000, 57.215070,CF7B8E16-FB81-4168-87B7-F84BDFE85FC2
310,  20.000,  1.000000, 57.007855,36F16DA2-9EB5-44C2-878F-77522790962C
311,  20.000,  1.000000, 55.188247,31B468CD-C58A-424E-B306-6C74667F7ADE
312,  20.000,  1.000000, 55.493537,168A94F2-0DB7-42D7-BA0D-53FD559E86FE
313,  20.000,  1.000000, 52.584761,820EC42A-82B6-45B8-B37E-177BB634283D
314,  20.000,  1.000000, 55.642266,943353E5-1967-4969-A4A0-A7BA6F7D2003
315,  20.000,  1.000000, 55.579521,245806BD-B814-40AF-B081-69A3794252C5
316,  20.000,  1.000000, 69.919408,F4842FD9-A311-429E-9DD8-C690AAFF3D2D
317,  20.000,  1.000000, 70.147328,B187ADDD-3DE8-4D9C-B7EA-34FEE7F25ECB
318,  20.000,  1.000000, 69.827098,39463D1D-0136-4067-9270-C48979FCB83B
319,  20.000,  1.000000, 41.448729,88EA489C-49F0-4FF2-AB09-8AA9F4A4DFA9
320,  20.000,  1.000000, 41.563410,431428ED-43A7-4F47-B9F7-5F4B474E9D3B
321,  20.000,  1.000000, 41.470218,8ABE6F3D-D003-4DBC-AF30-40E421808CC9
322,  20.000,  1.000000, 43.635782,0E2C7500-C16B-46D9-9547-B219CF13FE06
323,  20.000,  1.000000, 43.248522,C1D8E531-2D86-4765-84ED-C7D6F570F022
324,  20.000,  1.000000, 43.766604,344A013C-3CD9-4DEC-9269-46D592364F16
325,  20.000,  1.000000, 43.785577,2123195C-352E-4064-A81B-47D87A762AF8
326,  20.000,  1.000000, -5.640838,7F4E0693-ACE3-4798-8DF4-ABF538CC405A
327,  20.000,  1.000000, -6.365616,F134AC5C-232E-492E-ADAB-B2A31E0CF268
328,  20.000,  0.999283, -7.650541,EFAB15E0-2899-442E-96B8-21B88381CFA8
329,  20.000,  1.000000, -5.619813,ECAC23DC-CFC2-4937-BAED-34A6AD0676D4
330,  20.000,  1.000000, -1.225727,AA4C4D15-1154-44C4-ACB8-807E4C780891
331,  20.000,  1.000000, -1.319506,8B40D997-CBC3-4B12-9A18-AD4D8C77B5C3
332,  20.000,  1.000000, -1.243297,2C12D363-36FD-46D6-9FA3-0FDF06426461
333,  20.000,  1.000000, 20.009484,D831F472-A315-4FE2-A2AF-12896EC6FDB4
